date,time,user,text
7.12.2020,20:51,אפל,יפה!!
11.12.2020,9:36,אפל,‏הודעה זו נמחקה
11.12.2020,9:36,אפל,"זהו, אנחנו כבר עמוק בתוך השלב הזה שלחבר'ה נולדים ילדים ולא ידעת שנשותיהם היו בכלל בהריון"
11.12.2020,9:57,שמוליק,עמוק עמוק
11.12.2020,10:01,ויני,אני כבר מזמן שם... אבל אם מר אקסלים אומר את זה אז כנראה זה כבר בשלב מתקדם
12.12.2020,18:55,אפל,<המדיה לא נכללה>
12.12.2020,19:04,ויני,🤷‍♂️
1.1.2021,16:02,שמוליק,<המדיה לא נכללה>
2.1.2021,20:57,dorgoldenberg,א. גיקי למדי
2.1.2021,20:58,שמוליק,שדרות זה קראב או גויל
2.1.2021,20:58,ויני,"לא זה לא, זה ויקטור קרום מדורמשרנג"
2.1.2021,20:58,שמוליק,ועתניאל זה לי ג'ורדן
2.1.2021,20:59,שמוליק,נכון!
2.1.2021,20:59,dorgoldenberg,וואלה לא זוכר מי זה
2.1.2021,21:00,אפל,הקריין של הקווידיץ
2.1.2021,21:00,dorgoldenberg,וואלה עדיין לא מצלצל
2.1.2021,21:00,ויני,חבר של פרד וג'ורג' וויזלי
2.1.2021,21:01,שמוליק,הרב דוד אתה בושה
2.1.2021,21:01,אפל,זה הזמן לחזרות
2.1.2021,21:01,אפל,(לא הסדרה)
2.1.2021,21:01,אפל,שאגב היא נפלאה
2.1.2021,21:04,dorgoldenberg,מודה באשמה
2.1.2021,21:05,dorgoldenberg,את הספר האחרון קראתי כשהוא יצא ואת הסרטים ראיתי רק עד הרמיוני 1
8.1.2021,13:23,dorgoldenberg,"רבותיי, מה ר' מוישה אמר על הצורה שבה הקידושים נערכו בישיבה?"
8.1.2021,13:24,שמוליק,איש קוגלו בידו
8.1.2021,13:26,dorgoldenberg,יפה. זו הייתה הנקודה שרציתי להמחיש לטליה
8.1.2021,13:26,שמוליק,מה?
8.1.2021,13:26,שמוליק,את המשפט האלמותי איש קוגלו בידו?
8.1.2021,13:26,dorgoldenberg,חיקיתי את ר' מוישה בנושא והיא לא הכירה
8.1.2021,13:26,שמוליק,יש לומר אותו עם מבטא כמובן
8.1.2021,13:26,dorgoldenberg,אז אמרתי לה שאם אני שואל אני מיד מקבל את המשפט הזה
8.1.2021,13:26,dorgoldenberg,כמובן כמובן
8.1.2021,13:27,שמוליק,מבטא מוגזם. וכל המגזים יותר הרי זה משובח
8.1.2021,13:27,ויני,פרימיטיבי!
8.1.2021,13:27,ויני,אגב הוא לגמריי חולל מהפכה בקידושים בארצנו
19.1.2021,15:21,אפל,כל הקומה של אחי בישיבה נדבקה - חוץ משניים.
19.1.2021,15:22,אפל,סגרו את הישיבה כי יש שם המון נדבקים
19.1.2021,15:39,שמוליק,וואו
19.1.2021,15:43,אפל,"מדובר על 12 חבר'ה, רק מהקומה שלו.."
19.1.2021,15:43,אפל,המוטציה עובדת טוב כנראה
19.1.2021,15:45,שמוליק,מוטציה חזקה
19.1.2021,15:45,שמוליק,כמו מגנטו
19.1.2021,15:56,ויני,🤣
20.1.2021,17:53,אפל,https://www.facebook.com/2080286785321224/posts/4420251637991382/
20.1.2021,17:53,אפל,<המדיה לא נכללה>
20.1.2021,17:57,שמוליק,אחחח
21.1.2021,12:34,אפל,<המדיה לא נכללה>
21.1.2021,12:34,אפל,במילה אחת - מוטי גוטמן
21.1.2021,13:33,ויני,יש פה למישהו את השלט מרבאת שיניים בשלוף?
21.1.2021,13:34,אפל,אם לא הצלחנו אז - לא נצליח גם עכשיו
21.1.2021,13:34,ויני,הא?
21.1.2021,13:34,אפל,תסתכל על הלינק
21.1.2021,13:36,ויני,עצוב מאוד
22.1.2021,7:31,אפל,<המדיה לא נכללה>
22.1.2021,7:32,אפל,יש סטנדאפיסטים באלון שבות
22.1.2021,8:40,ויני,אתה אשכרה קורא עדיין חדשות שלך קשר? בבקשה תגיד לי שמישהו שלח לך את זה
22.1.2021,8:40,אפל,אחי שלח לי
22.1.2021,8:40,ויני,שמח לשמוע
24.1.2021,6:25,אפל,<המדיה לא נכללה>
24.1.2021,6:46,dorgoldenberg,ברוך דיין אמת
24.1.2021,7:29,ויני,"בד""ה, אבל אותי יותר עניין שאתה עוקב אחריי סקופים ברוטר"
24.1.2021,8:31,שמוליק,ברוך דיין האמת
4.2.2021,21:06,שמוליק,<המדיה לא נכללה>
4.2.2021,21:34,dorgoldenberg,לאו מילתא זוטרתא
11.2.2021,13:03,dorgoldenberg,<המדיה לא נכללה>
11.2.2021,13:07,אפל,וואלה גם תלמיד ישיבה לא קל להיות היום
11.2.2021,13:07,אפל,להיות שם כל היום בלי יכולת לצאת מתחומי הישיבה - זה מבאס
13.2.2021,19:28,ויני,"פגשתי השבת את רותם הדר שמסתבר גר בגב""ש. זו היתה אחלה דוגמה לטליה עם איזה טילים היינו צריכים להתמודד. בקושי הצלחתי לחלץ מהיצור הזה סמולטוק על מה הוא עושה ואיפה הוא גר"
13.2.2021,19:29,אפל,חחח וואחה6
13.2.2021,19:30,אפל,מה כן הצלחת לחלץ?
13.2.2021,19:30,ויני,שהוא גר בגבש כי זה קרוב לשיבא
13.2.2021,19:30,ויני,"גוד נואוז מה הוא עושה שם, זה כבר היה יותר מידי"
13.2.2021,19:32,אפל,רווק?
13.2.2021,19:34,ויני,"נראלי, הוא היה לבד"
13.2.2021,19:37,שמוליק,מדהים
13.2.2021,19:41,שמוליק,לא אשכח לרבי בנימין את זה שבמשך שנים הוא גרם לי להאמין שאני הדפוק האנטי סוציאלי ולא שכולם מסביבי טילי טומהוק
13.2.2021,19:41,ויני,טילי סקאד עם ראשי נפץ ביולוגיים
13.2.2021,19:42,אפל,גם לי לקח זמן להבין.. נראה לי רק בצבא או אפילו באוניברסיטה הפנמתי סופית
13.2.2021,19:43,ויני,"האמת שאתה מתרגל ואת חלקם אני עדיין יודע איך להתמודד ואף לחבב, כמו וולין הלבן לדוגמא"
13.2.2021,19:44,ויני,"אבל זה שיונתן קאופמן (aka דוב הנמלים) הוא טיל על חלל, ושכל החבורה שלהם היא אוסף יצורים, אפשר לראות מקילומטרים"
14.2.2021,5:26,אפל,<המדיה לא נכללה>
14.2.2021,5:26,אפל,תתרווחו ותהנו
14.2.2021,7:45,אפל,"זה ביני ברויאר, למי שמכיר.."
14.2.2021,9:01,שמוליק,חביב למדי
20.2.2021,19:45,אפל,<המדיה לא נכללה>
20.2.2021,19:46,ויני,אביתר גם בגוש? הוא לא בן 8?
20.2.2021,19:47,אפל,שיעור א
20.2.2021,19:47,אפל,"איתמר בוגר מעלה אדומים, והוא כבר בן 25"
20.2.2021,19:47,ויני,הוא היה חניך שלי! זאטוט זב חותם
20.2.2021,19:48,ויני,"וואוו אנחנו זקנים, איזה שיעור אנחנו?"
20.2.2021,19:48,אפל,"ט""ו"
20.2.2021,19:48,אפל,"סליחה, י""ד"
20.2.2021,19:48,ויני,כמו גרטי בזמנו 😱
20.2.2021,19:48,אפל,"גרטי היה י""ז"
20.2.2021,19:49,ויני,השמישמור. ואני לא קרוב אפילו לכתוב את 'עוד ועוד היבטים אחרים שלא נזכרו בספרים הקודמים בשיטת הבחינות'
20.2.2021,19:51,אפל,אם שיעור א בגוש רוצים להצביע למפלגה שבה חברים בן גביר ומפלגת נעם - כנראה היה יותר מידי סגר בישיבה השנה
21.2.2021,17:43,אפל,https://youtu.be/1g4DKgvUnfc
24.2.2021,14:12,dorgoldenberg,<המדיה לא נכללה>
24.2.2021,14:19,ויני,🤣 היה לנו סשן כזה עם סאוטה בשיעור ב׳ שהרצה לנו למה צריך לחזור במוצש של שבת חופשית
24.2.2021,14:19,dorgoldenberg,חחחח לא זוכר את זה
2.3.2021,18:01,אפל,<המדיה לא נכללה>
2.3.2021,18:01,אפל,מי מזהה את המקום?
2.3.2021,18:02,שמוליק,"מאחר שזה בקבוצה הזאת זה מן הסתם בישיבה, ושני המקומות היחידים שם שמספיק גדולים זה הבית מדרש והחדר אוכל. הבית מדרש זה לא. החדר אוכל?"
2.3.2021,18:02,שמוליק,למרות שלא נראה
2.3.2021,18:03,אפל,קרוב לחדר אוכל..
2.3.2021,18:03,אפל,"בוא נגיד, השם של המקום כבר לא רלוונטי אחרי השינוי"
2.3.2021,18:05,שמוליק,נו אפל
2.3.2021,18:05,שמוליק,איפה זה?
2.3.2021,18:08,אפל,הפטיו
3.3.2021,17:11,ויני,<המדיה לא נכללה>
3.3.2021,18:38,שמוליק,לגמרי. זה וחלווה מצופה שוקולד
3.3.2021,18:39,שמוליק,מזת'ומרת?? סגרו אותו?
3.3.2021,18:39,שמוליק,סליחה על הדיליי
3.3.2021,18:48,אפל,מסתבר
3.3.2021,18:49,אפל,אני יותר אהבתי את הקליק הריבוע
4.3.2021,11:45,אפל,<המדיה לא נכללה>
4.3.2021,11:45,אפל,"כמה רבנים כבר יש לנו בשיעור? ברגר, ווסר, ברלין, יש עוד?"
4.3.2021,11:50,dorgoldenberg,אני לא חושב שברלין הוא רב
4.3.2021,11:50,dorgoldenberg,"וחייב לומר שחלק מהנושאים בשו""ת הזה נראים מונפצים לעילא ולעילא"
4.3.2021,11:51,אפל,"כיאה לשו""תים"
4.3.2021,11:51,אפל,אולי צורי בובליל
4.3.2021,11:52,אפל,אולי לא רשמית.. מעשית הוא מלמד שיעורי תורה בישיבה (וכמובן לומד בכולל הגבוה)
4.3.2021,11:52,dorgoldenberg,וואלה לא בדיוק
4.3.2021,11:52,dorgoldenberg,הוא בעיקר מלמד במכון לב ועושה תואר שני בעברית
4.3.2021,11:53,dorgoldenberg,נכון למילואים האחרונים
4.3.2021,11:53,אפל,"נו, רב דוקטור. מה צריך יותר מזה ;)"
4.3.2021,11:53,dorgoldenberg,בהחלט
4.3.2021,13:02,שמוליק,אין אצלנו רבנים ממש חוץ מווסר
4.3.2021,13:02,שמוליק,ואני כמובן
4.3.2021,13:04,אפל,לך תדע.. אולי נעם בירנבוים שינה קריירה ולא ידעת מזה
8.3.2021,21:47,אפל,עשה לי חשק לעבור לגרעין התורני במגדל העמק
8.3.2021,21:47,שמוליק,ילד.. אני כבר רשום שם ברשימת המתנה חצי שנה
11.3.2021,11:58,אפל,<המדיה לא נכללה>
17.3.2021,20:38,ויני,<המדיה לא נכללה>
18.3.2021,0:08,אפל,גיל צור התחתן????
18.3.2021,0:08,אפל,מתי??
18.3.2021,0:08,אפל,ומה ביצחק עשה שם?
18.3.2021,9:42,ויני,"גיל אכן התחתן, מהמגנט ניתן להבין שזה היה אתמול. מה ביצחק עושה שם זן תעלומה גדולה ממני"
18.3.2021,9:44,dorgoldenberg,מסתבר שגיל היה קשור לביצחק בזמנו
18.3.2021,9:45,ויני,"מעניין, אז אולי הוא לא חסר תועלת אחרי הכל"
18.3.2021,9:46,שמוליק,הרב דוד אתה הגעת להראות את פניך בחתונה?
18.3.2021,9:53,ויני,"לא סתם הראה, בלעדיו לא היה חלוייס לחתונה בכלל"
18.3.2021,9:53,ויני,אחר כך שרנו בצוותא 'כלה כמות שהיא' בקולי קולות
18.3.2021,10:01,dorgoldenberg,אכן. באתי להעיד והלכתי
18.3.2021,10:06,שמוליק,יפה. מזל טוב
21.3.2021,15:17,אפל,<המדיה לא נכללה>
21.3.2021,15:23,אפל,פורים*
30.3.2021,21:19,אפל,<המדיה לא נכללה>
11.4.2021,18:21,אפל,אפשר במקום זה לעשות מפגש גושניקים.
11.4.2021,18:21,dorgoldenberg,כמה ענו?
11.4.2021,18:22,אפל,10.
11.4.2021,18:22,אפל,הפוטנציאל הוא 5-6 גג
11.4.2021,18:41,שמוליק,אני לא עניתי אבל התכוונתי לענות בערב
11.4.2021,18:41,שמוליק,לא היה זמן
11.4.2021,18:41,שמוליק,אנחנו בעיקרון נגיע
11.4.2021,18:42,שמוליק,מי לא יגיע בכל מקרה?
11.4.2021,18:42,שמוליק,ומי כתב שיגיע?
11.4.2021,18:50,אפל,"דור ויני אני היחידים שאמרנו כן, מתוך 10 שענו"
11.4.2021,18:51,שמוליק,ואני
11.4.2021,18:51,שמוליק,יאללה בוא ניפגש
11.4.2021,18:51,שמוליק,נעשה הומור ואטרקציה
11.4.2021,18:56,אפל,נועם נותן את הסית שלו
11.4.2021,18:56,אפל,הבית
11.4.2021,18:56,אפל,אז אני מחזיר את האופציה זל כולם
11.4.2021,18:57,שמוליק,חחחח
11.4.2021,18:57,שמוליק,אני חייב להודות
11.4.2021,18:57,שמוליק,שאם זה ההרכב הסופי - הוא די מוזר
11.4.2021,18:57,אפל,חחח זה לא יהיה ככה
11.4.2021,18:58,שמוליק,תגיד מזל טוב יא אנטיפט
11.4.2021,18:58,שמוליק,יופי
11.4.2021,19:17,dorgoldenberg,גם אני חשבתי כך..
11.4.2021,19:17,dorgoldenberg,אבל אני חושב שבהינתן שזה ההרכב עדיף להסתיר את קיומו של האירוע ולהישאר בפורום מצומצם
11.4.2021,19:19,אפל,הוא התפרץ לדיון שלי!
11.4.2021,19:19,שמוליק,מסכים
11.4.2021,19:20,אפל,השאלה איך נעשה את זה. כי נועם וגם ראם עכשיו אמרו שמגיעים
11.4.2021,19:21,אפל,נועם התקשר אליי במיוחד להגיד שהוא מזמין את כולם
11.4.2021,19:21,שמוליק,נשותיכם גם באות?
11.4.2021,19:22,אפל,אלא מה? יישארו לבד בבית?
11.4.2021,19:22,שמוליק,"אנא עארף, אולי יש להן חברות משלהן שחוגגות"
11.4.2021,19:22,אפל,טוב דיברתי בשם עצמי..
11.4.2021,19:31,ויני,אני אבוא על נשי וטפי. אני מניח שדור לא
11.4.2021,19:36,dorgoldenberg,וואלה לא בטוח
11.4.2021,19:36,dorgoldenberg,בעיקרון אנחנו אמורים להיות בפתח תקווה
11.4.2021,19:36,שמוליק,שתבוא שתבוא
11.4.2021,19:36,ויני,אז יאללה תזכו אותנו בביקור
11.4.2021,19:38,אפל,"תקשיבו, רוב הסיכויים שזה יהיה ארבעתנו + נועם וראם."
11.4.2021,19:39,ויני,לי אין שומדבר נגד נועם וראם
11.4.2021,19:39,ויני,זורם על כל פורום שייבחר
11.4.2021,19:39,ויני,כל עוד יהיה אוכל
11.4.2021,19:43,dorgoldenberg,"גם לי אין, אבל אם זה היה רק נועם והפורום הזה זה היה מוזר"
11.4.2021,19:43,dorgoldenberg,אבל אם ראם גם מגיע זה נראה לי בסדר
11.4.2021,19:44,שמוליק,"כל דבריו של הרב דוד - דפח""ח"
11.4.2021,20:05,dorgoldenberg,דברי פי חכם חן?
11.4.2021,20:05,שמוליק,ודאי
12.4.2021,20:34,אפל,אגב סקופ טרי
12.4.2021,20:34,אפל,נכון אליה חבה נשוי לבת של אסתי?
12.4.2021,20:34,אפל,אז כבר לא
12.4.2021,20:34,שמוליק,😱
12.4.2021,20:34,שמוליק,אוי
12.4.2021,20:40,ויני,שו אסתי?
12.4.2021,20:41,אפל,אסתי בת אהרן ליכטנשטיין
12.4.2021,20:42,ויני,חבל מאוד
12.4.2021,20:42,שמוליק,בת מורנו הרב אהרן בשבילך
12.4.2021,20:43,שמוליק,גוי חנף
12.4.2021,20:59,ויני,אני חייב לדעת מאיפה לעזאזל אתה מלקט את כל הרכילויות האלה
12.4.2021,21:00,אפל,בן דוד שלי נשוי לאחות של אליה חבה
22.4.2021,18:50,אפל,לא ידעתי שבכרך בקבוצה
22.4.2021,21:00,ויני,גם איתי שם
22.4.2021,21:01,ויני,כמה ילדים כבר יש לבכבך בכלל?
22.4.2021,21:01,אפל,3
22.4.2021,21:01,ויני,או בכללי לכולם... מישהו כבר עבר את שמוליק?
22.4.2021,21:01,אפל,לא. 4 לשמוליק שחר ושולביץ
29.4.2021,13:16,dorgoldenberg,<המדיה לא נכללה>
29.4.2021,13:16,dorgoldenberg,הו האופנה
29.4.2021,13:20,שמוליק,"אני מצטער, אבל בלי הרב מוטי גוטמן זה לא כנס מנהלי ישיבות הסדר"
29.4.2021,13:21,אפל,<המדיה לא נכללה>
29.4.2021,13:21,dorgoldenberg,חיפשתי גושניקים. זיהיתם מישהו?
29.4.2021,13:21,אפל,לא זיהיתי אף אחד
16.5.2021,0:04,אפל,<המדיה לא נכללה>
16.5.2021,0:04,אפל,במרפסת טפר מחכים למטווח
16.5.2021,0:04,שמוליק,"בכל הכבוד, אני עדיין מסרב לקרוא למרפסת קפה מרפסת טפר"
16.5.2021,0:05,שמוליק,"עם כל הכבוד למר טפר, שאני בטוח שהיה יהודי יקר"
16.5.2021,0:07,אפל,אמת
26.5.2021,13:26,אפל,איפה הייתם כששמעתם שברוריה ליכטנשטיין התארסה עם בחור בשיעור ה'?
30.5.2021,18:04,אפל,https://mooktze.co.il/11966
30.5.2021,18:07,dorgoldenberg,1 מ30 (לא היה לנו צלם מגנטים וזה לא קשור לדוסיות)..
30.5.2021,18:10,ויני,"יש קורלציה בין דוסיות וקמצנות, ולדעתי בחתונות של הר המור אין צלמי מגנטים"
30.5.2021,18:33,אפל,אצל שמוליק זה בטח 15
30.5.2021,18:34,אפל,יש קורלציה בין קדימות החתונה לבין הדוסיות שלה..
30.5.2021,18:38,ויני,3/30
30.5.2021,18:39,ויני,"אבל חסרים שם אלמנטים כמו כמה אחים יש לכל צד, האם יש אישה מעורבת בחופה, זקן זיפים או תגלחת"
30.5.2021,18:40,ויני,קיצר הבנת
30.5.2021,19:03,שמוליק,3
30.5.2021,19:03,שמוליק,סורי
30.5.2021,19:17,אפל,יצאתי הכי דוס
30.5.2021,19:20,ויני,"סבבה לא פייר, כששמוליק התחתן עוד לא המציאו את המגנט"
30.5.2021,19:21,אפל,נכון. והם בטוח היו עושים
31.5.2021,21:39,שמוליק,https://www.facebook.com/1048625755/posts/10223827811737082/
31.5.2021,21:41,שמוליק,<המדיה לא נכללה>
31.5.2021,21:43,אפל,מי זאת?
31.5.2021,21:43,ויני,אינטלקטואלי?
31.5.2021,21:44,שמוליק,גלי בת חורין. היא מייסדת 'פורום קפה שפירא' שהוא מהפורומים האינטלקטואלים שקמו בימין המכונה שמרני
31.5.2021,21:44,שמוליק,בזמנו הייתה פילוסופית בתל אביב. שמאלנית ש'התפקחה'
31.5.2021,21:44,שמוליק,בסגנון גדי טאוב
31.5.2021,21:44,שמוליק,הם אגב חברים טובים
31.5.2021,21:45,שמוליק,"בשנה וחצי האחרונות מצבה הלך והחמיר עד שכיום, ואני אומר את זה על-אף שאין לי הכשרה מדעית או טיפולית מתאימה, היא חצתה את הרף הקליני"
31.5.2021,21:45,אפל,היא לא היחידה...
31.5.2021,21:45,שמוליק,כותבת הרבה. מאוד משפיעה
31.5.2021,21:46,שמוליק,<המדיה לא נכללה>
31.5.2021,21:46,אפל,"בדיוק סיפרתי לשמוליק על מישהו בשכונה שלי, מתכנת באינטל, אחראי על הגמח השכונתי פה ועוד ועוד."
31.5.2021,21:47,אפל,כמעט ריבוא איש קוראים בצמא את דבריה
31.5.2021,22:02,dorgoldenberg,@972525933739 באופן נדיר עשיתי לך לייק
31.5.2021,22:03,אפל,מעריך מאוד 😊
3.6.2021,22:07,שמוליק,<המדיה לא נכללה>
3.6.2021,22:24,dorgoldenberg,אבל מה האחות מקן הקוקיה קשורה?
3.6.2021,22:26,שמוליק,🤷‍♂️
7.6.2021,14:57,אפל,תוכננה עלייה להר הבית של הישיבה ביום רביעי.
7.6.2021,14:57,אפל,"שלום וברכה לכולם,"
7.6.2021,15:08,שמוליק,יפה
7.6.2021,15:12,dorgoldenberg,בעברית אחרתתתתת
14.6.2021,13:47,ויני,"אולי פה ידעו, למה השם ברוך זוסמן מוכר לי? היה איזה גושניק כזה?"
14.6.2021,13:48,dorgoldenberg,הצעיר של חגי
14.6.2021,13:48,dorgoldenberg,למה?
20.6.2021,2:25,אפל,ידעתם שזאב אלקין הוא בוגר הגוש?
20.6.2021,2:26,אפל,#דברים שמגלים ב2 וחצי בלילה כשמנסים להרדים תינוק
21.6.2021,12:21,שמוליק,<המדיה לא נכללה>
21.6.2021,12:22,ויני,הוא כנראה למד את זה מהרב ביק
21.6.2021,12:33,dorgoldenberg,אתה קורא סלבוי ז'יז'ק???
21.6.2021,12:33,dorgoldenberg,ובאותה הרוח - אולי הרב ביק לא המציא אותה אבל היא שלו
21.6.2021,12:34,שמוליק,חחחח יפה
21.6.2021,12:34,שמוליק,הזעזוע שלך מחמיא לי
21.6.2021,12:34,שמוליק,"לא. אני לא, זה הועבר לי"
21.6.2021,12:34,ויני,רציניים קוראים בשפת המקור
21.6.2021,12:34,dorgoldenberg,אתה צריך לשקול מי החברים שלך
21.6.2021,12:34,dorgoldenberg,סלובנית?
21.6.2021,12:35,שמוליק,יש לי גם כאלה
21.6.2021,12:35,ויני,לא מתווכחים עם שפת המקור
21.6.2021,12:35,שמוליק,"כלומר, פוסט מודרניסטים ומרקסיסטים, לא סלובנים"
21.6.2021,12:35,שמוליק,חיי שאינני מכיר אף סלובני
21.6.2021,12:35,dorgoldenberg,קצת יותר קל להשיג כאלה
21.6.2021,12:36,dorgoldenberg,יש רק איזה שני מיליון סלובנים ומיליארדים של פוסט מודרניסטים
21.6.2021,12:36,ויני,״ב-2012 חתם על עצומה התומכת ב-BDS וקוראת להטיל אמברגו על ישראל בעקבות פעולותיה במבצע עמוד ענן.״
21.6.2021,12:36,ויני,שהשמישמור עלינו
21.6.2021,12:36,ויני,שרוף את הספר
21.6.2021,12:37,dorgoldenberg,@972528248979 הקורא האלמוני מכיר את הרב ביק? ואם לא למה הוא שלח לך את הציטוט?
21.6.2021,12:53,שמוליק,לא מכיר. והוא שלח לי את זה כי אמרתי לו את זה פעמים רבות בניסוחים אחרים
22.6.2021,9:45,אפל,השופט צבי טל נפטר.. (בגיל 94)
22.6.2021,11:25,dorgoldenberg,ברוך דיין אמת
22.6.2021,11:25,dorgoldenberg,קראתי בהברה אשכנזית את שם ה'<
22.6.2021,11:25,dorgoldenberg,?
22.6.2021,11:25,dorgoldenberg,קראת
22.6.2021,11:31,אפל,לא
27.6.2021,20:24,שמוליק,<המדיה לא נכללה>
27.6.2021,20:24,שמוליק,משעשע
27.6.2021,20:27,אפל,הם משפריצים שטויות בקצב גבוה לאחרונה
19.7.2021,18:34,אפל,https://m.facebook.com/story.php?story_fbid=5868612889847050&id=100000951912905
19.7.2021,18:34,אפל,יודעין על מה מדובר?
19.7.2021,18:44,ויני,<המדיה לא נכללה>
19.7.2021,18:49,אפל,חחחחח׳ח
19.7.2021,20:53,אפל,"לעזאזל, למה קרמיסימו לא החליטו להחרים את ההתנחלויות? למה דווקא בן אנד גריס?"
19.7.2021,20:53,אפל,הכל התחיל מהNetflix n chill
19.7.2021,20:55,ויני,וואלה מאז גולדה אני כבר לא יכול לאכול שום גלידה אחרת
19.7.2021,20:55,אפל,כן.. אבל גולדה לא מוכרים בסופר
19.7.2021,20:56,ויני,למה אתה מגיע לסופר בהתנחלויות ?
19.7.2021,20:56,אפל,לא.. אבל בטח עכשיו יחרימו אותם כולם ואז לא ישימו אותם גם במקומות שכבשנו ב48
19.7.2021,20:57,dorgoldenberg,באמת?? וואו אחת הגלידות הגרועות
19.7.2021,20:57,ויני,😱😱😱
19.7.2021,20:57,ויני,קח את זה חזרה!!
19.7.2021,20:57,dorgoldenberg,אם זה אומר שיהיה יותר האג אנד האז רק הרווחנו
19.7.2021,20:58,dorgoldenberg,וואו אני עומד מאחורי זה במאה אחוז
19.7.2021,20:58,ויני,ועוד אתה משווה להאגאדאז? שהשם תשמור עליך
19.7.2021,20:59,dorgoldenberg,האמת שהפעם היחידה בערך שאכלתי הייתה אתך במרינה וזה זכור לי כטעים
19.7.2021,20:59,dorgoldenberg,"אבל גולדה, למעט הבייגלה, זה ברמה של קרמיסימו"
19.7.2021,20:59,ויני,אוי להן לאוזניים
19.7.2021,20:59,ויני,אני שוקל לנתק את הקשר איתך
19.7.2021,21:02,אפל,דור אתה גרוע
19.7.2021,21:03,dorgoldenberg,הביקורת משניכם מחמיאה לי
19.7.2021,21:03,שמוליק,אני מרגיש כמעט רע על שאין לי עמדה נחרצת בסוגיה
19.7.2021,21:04,אפל,אין דבר כזה בלי עמדה.
19.7.2021,21:04,אפל,אני גולדאיסט
19.7.2021,21:13,dorgoldenberg,אני חייב להגיד שכל הציוצים ההיסטריים של הפוליטיקאים הישראלים פוגעים במטרה שלהם
19.7.2021,21:15,אפל,של מי?
19.7.2021,21:26,ויני,https://youtu.be/dFfAmjDZxgM?t=17
19.7.2021,21:36,dorgoldenberg,שלנו
19.7.2021,21:36,dorgoldenberg,זה סתם מצטייר כהיסטרי
19.7.2021,22:25,שמוליק,אוי ואבוי אם יחרימו אותם. מה אשמה החברה הישראלית בן אנד ג'ריס ישראל (שאגב הודיעה שתמשיך למכור בהתנחלויות) על דברים שהחברה העולמית הודיעה.
19.7.2021,22:25,שמוליק,יחרימו אותם סתם ידפקו חברה ישראלית עם עובדים ישראלים שיידפקו
19.7.2021,22:27,אפל,אז לא יחרימו..
19.7.2021,22:27,אפל,אז על מה כל הבלאגן?
19.7.2021,22:27,dorgoldenberg,עוד שנה וחצי יתחלף זכיין
19.7.2021,22:27,שמוליק,על ההודעה של החברה העולמית
19.7.2021,22:27,dorgoldenberg,ואז יהיה אפשר להחרים
19.7.2021,22:27,שמוליק,כן.. הם אמרו שהם לא יאריכו לו אם ימשיך למכור
19.7.2021,22:27,שמוליק,אבל יש מצב שהם יתקפלו עד אז
19.7.2021,22:27,שמוליק,אפילו סביר
19.7.2021,22:27,אפל,"שיקחו את הזכיין של מקדונלדס, יש לו כבר תשתית של החרמת התנחלויות"
19.7.2021,22:36,dorgoldenberg,למה לא.. את ההודעה שלהם הם כבר כתבו. אף אחד לא יעשה פולואפ
19.7.2021,22:37,dorgoldenberg,אני חושב שיש להם היום סניף באריאל
20.7.2021,16:34,ויני,https://m.calcalist.co.il/Article.aspx?guid=39128300&utm_source=m.calcalist.co.il&utm_medium=Share&utm_term=39128300&utm_campaign=whatsapp
20.7.2021,16:34,ויני,ה-vp r&d שלהם היה עם אפל ואיתי בחדר בישיבה בשיעור ב׳
20.7.2021,16:38,שמוליק,"תשמע, עושים דברים יפים אנשים"
20.7.2021,16:38,אפל,אמיר חוזז?
20.7.2021,16:39,ויני,"ברור, מי חשבת הצעיר של שמוליק הגוי החנף? שכחתי את השם שלו"
20.7.2021,16:40,ויני,היה מעשן בשירותים וכל פנימייה י׳ הסריחה
20.7.2021,16:40,אפל,"אה... יו, זה שעזב אחרי שניה וחצי"
20.7.2021,16:40,אפל,"בלונדיני כזה, נאצי"
20.7.2021,16:41,שמוליק,חחח אסף גלזנר
20.7.2021,16:42,שמוליק,"היה חבר עם גיגי בנשו""א - נאצים שעירים ואלימים"
20.7.2021,16:42,ויני,כן!
20.7.2021,16:42,אפל,איך אתה יודע שחוזז עובד שם?
20.7.2021,16:42,ויני,היה חבר של אלמונד לייף לא?
20.7.2021,16:42,שמוליק,בין היתר
20.7.2021,16:42,ויני,כי אני יודע
20.7.2021,16:42,שמוליק,היה דווקא בחור טוב.. ילד מסכן קצת
20.7.2021,16:43,אפל,"וואלה, אז הפך למיליונר הילד"
20.7.2021,16:43,אפל,כל בן אדם שני עושה אקזיט היום
20.7.2021,16:43,ויני,או שגם וגם
29.7.2021,11:43,אפל,<המדיה לא נכללה>
29.7.2021,11:48,dorgoldenberg,אח של גיסי
29.7.2021,11:52,שמוליק,פסיכי
29.7.2021,11:52,שמוליק,"נו, הוא תח וירש?"
29.7.2021,11:53,dorgoldenberg,גיסי? הוא משגיח במעלה גלבוע
29.7.2021,11:53,dorgoldenberg,שיש אומרים שזה מקביל למשגיח כשרות במדגה שרימפס
29.7.2021,11:53,dorgoldenberg,ואת אחיו אני לא מכיר
29.7.2021,11:53,dorgoldenberg,אבל חזקה עליו שכן
